City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Maumere,100,ID,1607801158,88,-8.62,122.21,76.62,6.58
Huarmey,14,PE,1607801159,64,-10.07,-78.15,74.17,12.55
Keti Bandar,0,PK,1607801159,37,24.14,67.45,66.47,6.2
Lagoa,100,PT,1607801159,71,39.05,-27.98,62.31,31.97
Mossendjo,100,CG,1607801159,97,-2.95,12.73,71.42,2.55
Talara,0,PE,1607801159,51,-4.58,-81.27,82.4,21.92
Zhangaözen,0,KZ,1607800873,95,43.3,52.8,25.3,13.02
Curup,93,ID,1607801159,69,-3.47,102.53,66.9,2.19
Cortez,90,US,1607801159,80,37.35,-108.59,30.2,6.93
Qandala,18,SO,1607801159,50,11.47,49.87,75.04,6.22
Noumea,100,NC,1607801020,100,-22.28,166.46,79.0,1.12
Abancay,40,PE,1607801160,67,-13.63,-72.88,57.2,9.17
Guarapari,0,BR,1607801160,74,-20.67,-40.5,86.0,19.46
Sai Buri,100,TH,1607801160,87,6.7,101.62,77.09,3.67
Tumut,7,AU,1607801160,81,-35.3,148.22,52.0,3.29
Kaitangata,100,NZ,1607801160,68,-46.28,169.85,51.01,11.01
Shangrao,99,CN,1607801161,80,28.45,117.97,52.79,1.45
Miraflores,90,MX,1607801161,37,19.22,-98.81,73.99,1.01
São Gabriel da Cachoeira,40,BR,1607801127,78,-0.13,-67.09,82.4,12.75
Entre Rios,0,BR,1607801161,47,-11.94,-38.08,83.19,10.31
Naryan-Mar,100,RU,1607801161,97,67.67,53.09,19.69,12.1
Tanete,95,ID,1607801161,84,-3.94,119.78,76.26,3.49
Sochi,90,RU,1607800994,57,43.6,39.73,52.0,6.71
Tenancingo,100,MX,1607801162,39,19.15,-98.18,69.4,8.66
San Quintín,100,MX,1607801162,59,30.48,-115.95,62.8,12.41
Adrar,0,MR,1607801162,22,20.5,-10.07,65.16,8.79
Killybegs,40,IE,1607801162,93,54.63,-8.45,41.0,9.17
Giohar,27,SO,1607801162,70,2.78,45.5,73.45,14.76
Nsanje,53,MW,1607801162,81,-16.92,35.26,78.3,1.52
Chokwé,0,MZ,1607801162,49,-24.53,32.98,85.53,10.38
Chapais,75,CA,1607801162,78,49.78,-74.85,12.2,8.05
Tilichiki,100,RU,1607801162,94,60.47,166.1,1.0,11.05
Hualmay,6,PE,1607801162,65,-11.1,-77.61,73.63,10.71
Margate,100,GB,1607801163,81,51.38,1.39,46.99,4.0
Atambua,100,ID,1607801163,95,-9.11,124.89,73.17,3.94
Puerto Cabezas,75,NI,1607801163,89,14.04,-83.39,84.2,9.17
São Filipe,74,CV,1607801163,74,14.9,-24.5,76.64,13.13
Celestún,84,MX,1607801163,58,20.87,-90.4,79.21,3.22
Luanda,0,AO,1607801146,78,-8.84,13.23,77.0,9.17
Osečina,90,RS,1607801163,100,44.37,19.6,42.01,0.67
Whitehorse,90,CA,1607801163,84,60.72,-135.05,7.0,13.87
Ghanzi,8,BW,1607801163,39,-21.57,21.78,82.94,5.64
Severobaykal'sk,95,RU,1607801164,83,55.65,109.32,-11.6,10.54
Charters Towers,87,AU,1607801164,80,-20.1,146.27,71.17,5.06
Agadez,0,NE,1607801164,21,19.75,10.25,73.06,8.28
Ilhabela,100,BR,1607801164,77,-23.78,-45.36,77.83,4.92
San Juan,0,AR,1607801164,11,-31.54,-68.54,97.0,7.7
Ulladulla,90,AU,1607801164,100,-35.35,150.47,59.0,4.7
Margherita,0,IN,1607801164,82,27.28,95.68,60.53,1.7
Road Town,40,VG,1607801164,70,18.42,-64.62,84.2,8.05
Shimoda,77,JP,1607801164,91,34.67,138.95,45.0,0.63
Teófilo Otoni,0,BR,1607800924,66,-17.86,-41.51,81.93,7.27
‘Āhuimanu,20,US,1607801165,69,21.44,-157.84,80.6,10.29
Poum,2,NC,1607801165,81,-20.23,164.02,80.28,26.22
Sillod,75,IN,1607801165,73,20.3,75.65,69.8,6.8
Tonantins,76,BR,1607801165,60,-2.87,-67.8,89.02,2.01
Toora-Khem,100,RU,1607801165,85,52.47,96.11,-4.94,2.66
Saulkrasti,90,LV,1607801165,79,57.26,24.41,28.4,9.17
Bridgetown,40,BB,1607800999,70,13.1,-59.62,84.2,12.75
Kruisfontein,100,ZA,1607801165,89,-34.0,24.73,64.99,3.04
Burnie,100,AU,1607801165,80,-41.07,145.92,57.0,10.0
Hīt,26,IQ,1607801166,51,33.64,42.83,58.17,7.94
Mehrān,0,IR,1607801166,93,33.12,46.16,35.6,6.93
Nara,5,JP,1607801166,70,34.69,135.8,48.99,4.43
Cabinda,100,AO,1607801166,85,-5.55,12.2,77.97,7.11
Zhireken,31,RU,1607801166,82,52.82,117.31,-12.37,2.35
Lokosovo,72,RU,1607801166,94,61.13,74.82,2.64,5.48
Zhigansk,50,RU,1607801166,76,66.77,123.37,-46.17,5.44
Panzhihua,8,CN,1607801166,68,26.59,101.71,50.92,0.36
Camocim,44,BR,1607801021,55,-2.9,-40.84,87.49,18.39
Khovd,1,MN,1607801167,67,48.01,91.64,-4.11,0.65
Mahon,40,ES,1607801167,87,39.89,4.27,51.8,6.93
Saint-Louis,0,SN,1607801167,28,16.33,-15.0,82.4,2.24
Alugan,88,PH,1607801167,83,12.22,125.48,80.58,6.42
Port Keats,100,AU,1607801167,78,-14.25,129.55,82.29,5.08
Liverpool,5,GB,1607801167,93,53.41,-2.98,44.6,5.82
Nakhon Phanom,0,TH,1607801168,85,17.33,104.42,68.65,1.97
Ancud,90,CL,1607801168,62,-41.87,-73.82,60.01,10.29
Ambanja,100,MG,1607801168,86,-13.68,48.45,77.25,3.04
Copiapó,0,CL,1607801168,60,-27.37,-70.33,68.0,13.87
Ixtapa,97,MX,1607801168,50,20.7,-105.2,84.06,3.67
Gogrial,1,SS,1607801168,22,8.53,28.1,85.28,5.53
Qidong,0,CN,1607801168,95,31.81,121.66,46.99,3.2
Ugoofaaru,100,MV,1607801168,72,5.67,73.0,81.05,3.04
Nueva Loja,75,EC,1607801169,78,0.08,-76.88,80.6,13.87
Adamantas,100,GR,1607801169,77,36.73,24.43,60.8,9.17
Sobolevo,100,RU,1607801169,96,54.43,31.9,21.13,11.74
Mayo,1,US,1607801169,82,38.89,-76.51,62.01,10.29
Rawson,71,AR,1607801169,27,-43.3,-65.1,65.64,8.03
Oktyabr'skiy,3,RU,1607801169,93,54.48,53.47,4.53,3.62
Reporoa,10,NZ,1607801137,81,-38.43,176.35,53.01,5.01
Nantucket,90,US,1607801170,93,41.28,-70.1,55.4,6.93
Havøysund,100,NO,1607801170,86,71.0,24.66,33.8,13.87
Chilca,40,PE,1607801170,64,-12.52,-76.74,73.4,9.17
Una,0,IN,1607801170,78,20.82,71.03,71.53,7.74
Novobiryusinskiy,98,RU,1607801170,90,56.96,97.71,-10.68,1.74
Mareeba,40,AU,1607801170,83,-17.0,145.43,73.4,8.05
Aykhal,0,RU,1607801170,59,66.0,111.5,-32.8,4.47
Kieta,41,PG,1607801170,76,-6.22,155.63,79.18,3.51
Mogadishu,69,SO,1607801154,75,2.04,45.34,78.19,20.13
Lewiston,1,US,1607801036,74,44.1,-70.21,41.0,5.82
Plettenberg Bay,75,ZA,1607801171,78,-34.05,23.37,64.11,6.96
Hanamaki,78,JP,1607801171,87,39.38,141.12,34.23,2.1
Cape Canaveral,75,US,1607800920,88,28.41,-80.6,72.0,6.93
Arrecife,75,ES,1607801171,72,28.96,-13.55,66.2,10.29
Departamento de Maldonado,0,UY,1607801005,27,-34.67,-54.92,87.8,8.05
Chapecó,12,BR,1607801155,38,-27.1,-52.62,90.0,4.68
Ţahţā,0,EG,1607801171,39,26.77,31.5,69.8,2.24
Pyapon,0,MM,1607801171,73,16.28,95.68,69.03,5.19
Nainpur,94,IN,1607801172,57,22.43,80.12,66.87,0.36
Marsá Maţrūḩ,100,EG,1607801172,34,31.35,27.25,64.47,16.93
Andenes,100,NO,1607801172,81,69.31,16.12,34.0,8.05
Mumford,99,GH,1607801172,84,5.26,-0.76,80.74,6.8
Dārāb,0,IR,1607801172,47,28.75,54.54,50.32,1.43
Isangel,40,VU,1607801172,83,-19.55,169.27,79.75,16.6
Dongsheng,1,CN,1607801172,87,39.82,109.98,0.46,16.49
Labuan,20,MY,1607800962,94,5.28,115.24,77.0,4.59
Gannan,53,CN,1607801172,77,47.91,123.5,-0.44,6.22
Fortuna,100,US,1607801173,89,40.6,-124.16,53.01,4.0
Lukulu,100,ZM,1607801173,80,-14.37,23.24,71.55,4.45
Mayor Pablo Lagerenza,90,PY,1607801173,33,-19.93,-60.77,97.52,10.98
Wānkāner,0,IN,1607800933,82,22.62,70.93,73.0,3.36
San Ramon,90,US,1607800905,87,37.78,-121.98,52.0,11.41
Pontes e Lacerda,58,BR,1607801173,51,-15.23,-59.34,89.31,5.44
Saint-Joseph,0,RE,1607801173,69,-21.37,55.62,75.2,14.99
Hervey Bay,90,AU,1607801173,90,-25.3,152.85,66.99,4.0
Finote Selam,33,ET,1607801173,51,10.7,37.27,62.91,3.53
Southbridge,100,US,1607801173,99,42.08,-72.03,39.99,6.6
Dauphin,90,CA,1607801174,89,51.15,-100.05,23.0,3.87
Rzhaksa,100,RU,1607801174,88,52.13,42.03,18.0,15.99
Moree,41,AU,1607801174,72,-29.47,149.85,59.0,9.17
Toktogul,0,KG,1607801174,76,41.87,72.94,28.24,2.26
Anzio,100,IT,1607801174,84,41.49,12.62,51.01,4.0
Banfora,0,BF,1607801174,17,10.63,-4.77,83.34,3.38
Paita,0,PE,1607801174,51,-5.09,-81.11,82.4,21.92
Moanda,40,GA,1607801175,88,-1.56,13.22,78.8,2.24
Vermilion,90,US,1607801129,93,40.17,-87.75,43.0,16.11
Mount Isa,98,AU,1607801175,54,-20.73,139.5,80.6,5.82
Nurota,75,UZ,1607801175,63,40.56,65.69,30.2,4.7
Sioux Lookout,90,CA,1607801139,78,50.1,-91.92,10.4,4.7
Makaha,20,US,1607801175,83,21.47,-158.22,80.6,5.82
Humaitá,89,BR,1607801175,70,-7.51,-63.02,82.71,3.94
Waipawa,64,NZ,1607801175,67,-41.41,175.52,59.0,14.99
Ballarat,100,AU,1607800876,64,-37.57,143.85,61.0,1.01
Rock Sound,84,BS,1607801175,72,24.9,-76.2,75.87,13.87
Faya,0,SA,1607801175,93,18.39,42.45,57.2,2.04
Lumeje,100,AO,1607801176,90,-11.55,20.78,68.02,5.17
Birjand,75,IR,1607801176,74,32.87,59.22,37.4,4.0
Hambantota,90,LK,1607801176,100,6.12,81.12,77.0,4.7
Hopelchén,1,MX,1607801176,44,19.77,-89.85,85.95,3.29
Solnechnyy,100,RU,1607801176,91,50.72,136.63,2.88,1.83
Kargasok,97,RU,1607801176,95,59.06,80.86,5.56,7.16
Salinópolis,100,BR,1607801033,69,-0.61,-47.36,84.24,12.75
Doba,0,TD,1607801177,22,8.65,16.85,79.95,1.9
Okha,100,RU,1607801177,96,53.57,142.95,9.61,12.71
Alta Floresta,40,BR,1607801177,62,-9.88,-56.09,89.6,4.7
Begowāl,20,IN,1607801177,93,31.62,75.52,50.0,3.76
Hohhot,0,CN,1607801177,54,40.81,111.65,3.2,8.95
Vanimo,79,PG,1607801177,84,-2.67,141.3,78.48,4.29
